val1,val2,val3,val4,val5,val6,val7,val8,val9,val10,val11,val12,val13,val14,val15,val16,val17,val18,val19,val20,val21,val22,val23,val24,val25,val26,val27,val28,val29,val30,val31,val32,val33,val34,val35,val36,val37,val38,val39,val40,val41,val42,val43,val44,val45,val46,val47,val48,val49,val50,val51,val52,val53,val54,val55,val56,val57,val58,val59,val60,val61,val62,val63,val64,val65,val66,val67,val68,val69,val70,val71,val72,dance
0.11359166666666667,-0.34165000000000006,0.26565,0.004826866666666659,0.011989333333333326,-0.008087533333333351,0.13838333333333333,0.3602416666666666,0.3058,0.004857533333333328,-0.0036150666666666703,-0.0030242666666666584,-0.4786416666666666,-0.04563333333333334,-0.042083333333333334,0.00101246666666666,0.005357266666666674,0.002710199999999999,0.002999999999999892,-0.469,-0.5860000000000001,-0.113016,-0.10111599999999997,-0.11841199999999995,0.07499999999999996,-0.003499999999999948,-0.12649999999999995,-0.12320399999999998,-0.12049600000000005,-0.08923599999999997,-0.7759999999999999,-0.242,-0.16049999999999998,-0.119436,-0.12641199999999994,-0.12961599999999995,0.687,-0.08950000000000002,0.5345,0.12091600000000002,0.11449599999999993,0.08498399999999995,0.3194999999999999,0.5269999999999999,0.7569999999999999,0.12996399999999994,0.12448799999999992,0.12368800000000002,-0.2,0.232,0.3660000000000001,0.05474800000000002,0.1266640000000001,0.11383999999999996,0.12493309848563841,0.08360782957753818,0.18598042683752145,0.04150128965123319,0.04233054809735189,0.034842454510489854,0.050896166085690794,0.09421219364050258,0.1409461244589577,0.05139893988059372,0.04776857839412385,0.031334340819547425,0.08065993902730702,0.07192680693285051,0.08512124522637629,0.03481354404704519,0.040514672578325125,0.039645160427135784,1
0.18374166666666666,-0.28873333333333334,0.28979999999999995,-0.005730000000000008,0.007391400000000002,-0.015259666666666675,0.17139999999999997,0.276525,0.4112833333333334,0.008722533333333332,0.003955866666666665,0.008909333333333337,-0.4991583333333334,-0.09252500000000001,0.04424166666666667,-0.013820666666666665,-0.002465866666666652,-0.011650466666666663,-0.01849999999999996,-0.9279999999999999,-0.5860000000000001,-0.12309199999999998,-0.12706799999999996,-0.13085599999999994,-0.19199999999999995,-0.07950000000000003,-0.244,-0.13097199999999998,-0.11381200000000002,-0.11952799999999995,-0.8590000000000001,-0.9159999999999999,-0.16049999999999998,-0.119436,-0.13034800000000002,-0.12961599999999995,0.687,0.14650000000000007,0.9055,0.114244,0.13092799999999993,0.11526400000000005,0.6839999999999999,0.698,0.9995,0.12996399999999994,0.118436,0.13034400000000002,-0.2,0.2795000000000001,0.5455000000000001,0.12075600000000007,0.1266640000000001,0.11383999999999996,0.17225870785117237,0.21518982834284295,0.3147734926366365,0.051741656834701374,0.05482312635533779,0.060998793257098304,0.16893652160895622,0.1580936806928095,0.2987153936255862,0.06144426892273102,0.056755001950332284,0.0594365436261415,0.14633151550693224,0.22786290514620114,0.15715397151802715,0.05917318548201447,0.06734559583310223,0.054014827673354866,1
0.25255,-0.2451833333333333,0.29591666666666666,-0.004230066666666663,0.008042000000000011,-0.018982466666666656,0.22892500000000002,0.22014166666666665,0.3756,-0.0023977333333333323,-0.0012917333333333392,0.012636200000000005,-0.5008833333333333,-0.09300833333333335,0.087275,-0.007878799999999991,-0.008345466666666657,0.0012344,-0.01849999999999996,-0.9279999999999999,-0.5495,-0.12420399999999998,-0.12706799999999996,-0.13085599999999994,-0.19199999999999995,-0.11,-0.244,-0.13097199999999998,-0.13104000000000005,-0.12109599999999998,-1.0,-0.9159999999999999,-0.15149999999999994,-0.11176399999999996,-0.13034800000000002,-0.12958400000000006,0.5569999999999999,0.1795,0.9055,0.1307560000000001,0.13092799999999993,0.12114000000000005,0.6995,0.7455,0.9995,0.124792,0.12915199999999993,0.13034400000000002,-0.09650000000000004,0.327,0.5455000000000001,0.12508399999999995,0.122436,0.1286480000000001,0.14153025883770104,0.26403492456281025,0.3097780814102609,0.07527772686434031,0.06757575235935841,0.0707252213498284,0.20610852369969238,0.20859178818261814,0.33082809987464284,0.06835924276688722,0.07499947732748245,0.07168109261974177,0.1922161623161683,0.24424447267145177,0.15143765012373905,0.07405395651748348,0.07452353195053373,0.06323402423463706,1
0.2865333333333334,-0.20823333333333338,0.26295,0.00020953333333334004,0.015310000000000011,-0.003117066666666655,0.25453333333333333,0.24206666666666662,0.3421083333333333,0.001382466666666668,0.00567673333333333,-0.0015201333333333326,-0.4808,-0.07818333333333333,0.06545,-0.014197466666666665,-0.021479266666666663,0.005069599999999996,0.121,-0.6585,-0.29000000000000004,-0.12786399999999998,-0.12548800000000004,-0.12961599999999995,0.045500000000000096,-0.11,-0.15349999999999994,-0.12824400000000002,-0.13104000000000005,-0.12109599999999998,-1.0,-0.6835,-0.14149999999999996,-0.12924800000000006,-0.121788,-0.12653199999999998,0.4604999999999999,0.1795,0.6459999999999999,0.1307560000000001,0.12526799999999993,0.12748800000000005,0.6995,0.7455,0.9995,0.124792,0.12915199999999993,0.12413600000000002,-0.09650000000000004,0.327,0.4530000000000001,0.12508399999999995,0.12735600000000002,0.129432,0.09429474475753614,0.1943553117931749,0.2334762068534322,0.08354305721671644,0.07696718545284954,0.07676117045787031,0.16393550222233405,0.23322284526940226,0.2923224973048697,0.060427378258938964,0.0784369568387816,0.07337495518578226,0.20856472216876307,0.17544106243661686,0.13456388507570177,0.07776290186274915,0.0704830661024019,0.07390734161168744,1
0.23993333333333336,-0.2443083333333334,0.29342500000000005,-0.005900266666666658,0.011274333333333332,0.018818733333333334,0.22815,0.2765333333333333,0.44029999999999997,0.015429599999999996,0.02365226666666666,-0.0034642666666666647,-0.4972416666666667,-0.09872500000000001,0.07863333333333332,-0.012707066666666673,-0.033814666666666666,-0.015769533333333332,0.07050000000000001,-0.7835,-0.25949999999999995,-0.12786399999999998,-0.12548800000000004,-0.13049599999999995,-0.03849999999999998,-0.04749999999999999,-0.109,-0.12824400000000002,-0.12645599999999999,-0.13071600000000005,-1.0,-0.6835,-0.14149999999999996,-0.13069600000000006,-0.12318399999999995,-0.129892,0.4604999999999999,0.044499999999999984,0.7935000000000001,0.1294200000000001,0.12884000000000007,0.12748800000000005,0.6415,0.6735,0.9995,0.12928000000000006,0.12855999999999998,0.12841999999999998,-0.109,0.48200000000000004,0.5885,0.12205599999999996,0.12735600000000002,0.129432,0.10024459531011577,0.1936331818083415,0.2639143615045103,0.08567456532364524,0.06967824253922852,0.07849330706242127,0.16610012793492968,0.2169842710633397,0.3380769044660302,0.06948106791810271,0.07115440090719774,0.07843546610682924,0.19951728186773418,0.2005815799327878,0.13969770538161638,0.07354965444511317,0.05947600824384755,0.07304397370385109,1
0.19913333333333333,-0.2718583333333333,0.3446166666666668,-0.0027109333333333375,0.0009884000000000023,0.006529333333333325,0.211725,0.2531333333333333,0.42715833333333336,0.003118599999999999,0.01652979999999999,-0.011748866666666656,-0.4879833333333334,-0.10559166666666667,0.08409166666666666,-0.0013646666666666733,-0.01530953333333332,-0.01108893333333333,0.011500000000000066,-0.7835,-0.25949999999999995,-0.12776400000000002,-0.12605999999999995,-0.13049599999999995,-0.205,-0.16849999999999998,-0.12849999999999995,-0.12897599999999998,-0.12700799999999998,-0.13071600000000005,-1.0,-0.6699999999999999,-0.112,-0.13069600000000006,-0.12716799999999995,-0.129892,0.5049999999999999,0.14850000000000008,0.7935000000000001,0.1294200000000001,0.12884000000000007,0.12791599999999992,0.6375,0.625,0.9995,0.12928000000000006,0.12855999999999998,0.12841999999999998,-0.125,0.48200000000000004,0.5885,0.11538800000000005,0.10875999999999997,0.12659200000000004,0.11094885708689789,0.24895833138075313,0.2798661788347344,0.07937651493774604,0.07008918241098266,0.08099175856893644,0.17219474016841127,0.20956681247012582,0.3478288790443114,0.07942027387453827,0.0740084964795259,0.07958445928393029,0.18353943642231832,0.1882687903784256,0.13198341094201532,0.06920041438090445,0.05745346895052456,0.06652207481777926,1
0.22751666666666667,-0.23336666666666667,0.28955833333333325,-0.0070574000000000045,0.00278606666666667,-0.004183200000000003,0.19889166666666666,0.21343333333333334,0.37180833333333335,-0.0128214,0.0077164666666666585,-0.014740533333333326,-0.478125,-0.10745833333333334,0.073275,-0.004108466666666659,5.4000000000123395e-06,-0.01094426666666667,0.011500000000000066,-0.738,-0.257,-0.12796799999999994,-0.130116,-0.12475599999999998,-0.23650000000000004,-0.2815,-0.12849999999999995,-0.12897599999999998,-0.12700799999999998,-0.12895999999999996,-0.785,-0.4685,-0.15849999999999995,-0.127984,-0.12716799999999995,-0.12144400000000001,0.5049999999999999,0.16999999999999993,0.7545,0.11627199999999993,0.13005599999999995,0.12791599999999992,0.6054999999999999,0.625,0.9995,0.1253359999999999,0.1300079999999999,0.12884800000000007,-0.129,0.07000000000000006,0.3365,0.13045199999999998,0.10875999999999997,0.12659200000000004,0.1219975739740572,0.23820913197347315,0.24300068744187173,0.06616433276350635,0.08485460983899984,0.07344515912452411,0.15816054848546218,0.20847306913737215,0.32383453969152554,0.06928943783608003,0.07723117556735463,0.08161778101849022,0.1732913641096982,0.13549265944651354,0.11719788909504017,0.0795025655538794,0.06749857703517412,0.07457152136257439,1
0.23106666666666664,-0.24632500000000002,0.257725,-0.005407533333333324,0.0006061999999999928,0.0062321999999999985,0.19742500000000002,0.21771666666666667,0.42910000000000004,-0.008570466666666669,-0.003779266666666664,0.001556400000000008,-0.50275,-0.10820000000000002,0.07099166666666666,-0.005712066666666654,0.007977000000000005,-0.018060199999999995,-0.010000000000000007,-0.6735,-0.257,-0.12796799999999994,-0.130116,-0.12475599999999998,-0.23650000000000004,-0.2815,-0.19299999999999995,-0.11709599999999998,-0.13083199999999995,-0.130436,-0.75,-0.373,-0.15849999999999995,-0.127984,-0.12700799999999998,-0.12714400000000006,0.4710000000000001,0.16999999999999993,0.7364999999999999,0.13007600000000008,0.13005599999999995,0.1261239999999999,0.5595000000000001,0.7869999999999999,0.979,0.12647999999999993,0.1300079999999999,0.12884800000000007,-0.15500000000000005,0.2104999999999999,0.3540000000000001,0.13045199999999998,0.13060399999999994,0.1300840000000001,0.10419722751696527,0.21441311031511112,0.23296436467480028,0.0722566123648825,0.07989037849261532,0.06674581131996224,0.1656124951254182,0.19645188907776434,0.31840254657691835,0.0643397095593555,0.0812673150288328,0.08769211255964435,0.15107096842212933,0.119863609990689,0.11401653723863435,0.07921537276225003,0.07101234983907143,0.08460029955321277,1
0.21886666666666665,-0.29516666666666674,0.30523333333333336,0.009661000000000003,0.006723666666666663,-0.008235066666666662,0.21225833333333335,0.23980833333333335,0.4397916666666667,0.00516886666666667,0.011300200000000014,-0.001594533333333333,-0.5058,-0.125225,0.07686666666666667,0.006682466666666664,0.004443666666666664,-0.0074663333333333266,-0.010000000000000007,-0.9915,-0.1735,-0.12663999999999995,-0.122344,-0.12000799999999999,-0.112,-0.13249999999999995,-0.19299999999999995,-0.124656,-0.13083199999999995,-0.130436,-0.8540000000000001,-0.569,-0.16500000000000006,-0.126672,-0.1259,-0.12714400000000006,0.4265000000000001,0.03600000000000003,0.7404999999999999,0.13007600000000008,0.12985599999999994,0.1261239999999999,0.5825,0.7869999999999999,0.9995,0.12647999999999993,0.12606800000000007,0.1286799999999999,-0.124,0.2104999999999999,0.5385,0.1281319999999999,0.13060399999999994,0.1300840000000001,0.10440673137090135,0.23565300526173835,0.25728862629782573,0.07768768422214682,0.07150004041506239,0.07501172405205883,0.16910082031307702,0.2091421783473838,0.35204751445018834,0.06822601529266938,0.082156760404891,0.08347032697181808,0.17617326225433114,0.16244061543119892,0.15790732690058717,0.07697372414390655,0.07467472245694806,0.07804967598067843,1
0.23086666666666666,-0.2442416666666666,0.2970083333333333,0.001586999999999994,0.0021552666666666666,-0.015899666666666663,0.22480833333333333,0.219525,0.35549166666666665,-0.0036127999999999976,0.019474333333333337,0.00044139999999999436,-0.49416666666666664,-0.11685833333333333,0.07302499999999999,0.010527400000000008,-0.006125199999999996,-0.001966466666666664,-0.012000000000000009,-0.9915,-0.1735,-0.12673199999999996,-0.13063999999999998,-0.12640399999999996,0.050999999999999934,-0.13249999999999995,-0.13049999999999995,-0.12519999999999998,-0.127664,-0.12945600000000002,-1.0,-0.5905,-0.206,-0.126672,-0.1259,-0.10818000000000004,0.47,0.19900000000000007,0.7404999999999999,0.13094000000000006,0.12985599999999994,0.12406800000000008,0.5825,0.659,0.9995,0.123764,0.12847999999999993,0.1286799999999999,-0.113,0.20700000000000007,0.5765,0.12983199999999995,0.13017600000000007,0.13101999999999991,0.11457933447567623,0.22363961880047603,0.23408735000113856,0.08071605634775111,0.08072404767681615,0.08103622240715706,0.1352580586529156,0.20164815531431637,0.3211467407544754,0.07232212781456769,0.07225597094881196,0.0703115504587025,0.21720195415531807,0.1998360388682571,0.18238079268844806,0.0795945459298144,0.0752627945811209,0.07474407018117818,1
