62 33 395 30 5206 16610 363 722 415 -31758 -2862 22269 125 563 258 1007 19916 18712
204 3 253 3908 4305 27908 460 757 360 -21086 4709 31552 406 752 254 -21514 7 22788
190 31 375 31557 2198 4404 424 895 439 -32437 14099 32712 411 502 273 488 13862 5984
145 750 406 61 259 17152 367 847 395 10740 25053 28323 2 843 297 10992 8381 9770
32 814 391 15694 2564 9595 343 833 396 -5254 -31178 -14732 78 78 157 -6544 31274 -13679
361 157 251 5938 -16682 11908 415 1185 442 2610 -16895 -519 8 1125 415 22126 32122 4030
375 3 287 16758 -18590 5770 366 1001 279 -32076 -11246 6488 31 941 250 -32732 549 2992
312 105 47 24865 14776 8893 329 946 189 25071 28021 11122 64 910 47 3908 7 2931
127 6 322 11475 2229 -3900 137 769 478 27178 -19485 -4595 0 729 503 7847 15664 2137
68 5 55 -31145 12832 732 39 732 537 -29419 -23827 -22175 15 1 507 2000 5862 732
132 766 80 -9763 7106 3206 171 771 233 793 -18290 -23404 35 751 78 2938 10503 610
128 27 289 15778 3664 244 197 836 255 -16903 9445 -10106 62 758 191 16152 1580 15
256 31 277 4519 -11532 282 279 852 275 9471 -11693 6007 74 817 0 5792 30 38
266 35 326 12763 -11593 4595 257 875 352 -22384 -6723 4694 31 898 20 -31827 4396 3923
33 937 253 2511 -20433 4526 261 982 421 -30361 -3471 6671 39 817 125 -30353 244 4488
5 956 314 12702 3002 4007 236 1020 356 -22781 10101 21007 109 1016 0 2702 1786 16809
16 67 331 488 -31068 10167 231 979 368 778 -22618 9312 20 906 19 -32671 -21832 488
65 71 270 1312 8854 -7809 229 961 411 -14213 12297 -6977 126 754 136 -31122 992 -7694
0 18 312 26468 4908 -29740 224 952 341 29918 -28628 -14198 3 832 33 10091 3954 -14633
3 109 270 3506 12702 -19541 238 830 283 10811 -19781 -15793 66 781 0 2625 221 -18381
13 14 277 8865 274 -29984 253 860 288 9834 -31399 -18351 66 828 31 648 2137 4198
0 64 144 -30748 8305 -21961 222 844 215 -24938 11717 -15832 38 766 164 1610 1282 -17587
199 937 187 8061 122 15 228 933 187 9381 -6427 -12030 63 789 150 2442 259 30
164 10 281 31572 -25267 580 204 916 289 -31750 -15961 1465 31 875 18 -32239 3419 30
0 79 332 167 -15633 4458 178 820 372 -32369 -13694 4366 62 793 31 31351 549 30
0 62 281 24473 -15442 10274 150 867 429 27748 -9343 -1068 0 750 162 984 4465 3931
7 0 289 244 267 8305 126 957 361 6625 -5480 -2885 7 880 67 3916 2198 519
3 0 312 -3854 4061 1114 151 936 318 -3167 4396 -2358 0 876 15 -7801 15 4267
0 0 316 -6832 5877 0 168 903 325 -6610 7053 -1480 8 881 39 526 3916 1984
72 0 321 -11664 625 -3870 186 925 326 -9557 53 -2786 62 894 1 4290 3908 3938
8 3 250 -6229 2954 -7328 167 900 298 -5755 -5335 -2175 46 910 2 -7328 45 1236
16 34 282 -3832 -7755 -5374 213 904 315 -3709 -7664 -274 15 881 35 -7694 3580 30
1 1 266 -5763 -7618 122 193 889 286 -1732 -6290 1022 71 890 23 -15511 1832 114
0 67 285 -3908 -3603 519 204 860 326 -557 -1412 717 78 864 31 -12213 4053 763
4 51 316 61 1038 68 183 884 314 2984 3870 76 3 875 0 198 2152 0
3 31 316 2167 3931 4893 156 903 319 2526 5335 -648 3 891 0 91 1160 2473
1 7 316 7 0 3236 177 946 322 53 2992 -557 4 875 62 -4641 0 1961
3 33 314 -3908 2198 0 159 945 322 -1732 -1160 251 5 875 46 -5854 -1450 30
1 7 312 -1893 2755 -954 186 874 343 -1183 -5099 -938 9 875 0 -3893 -5862 320
50 0 312 1038 366 -1954 202 930 303 1297 -7206 -1656 5 895 47 984 -7694 91
39 43 312 -1923 412 -2381 160 912 317 91 -6709 -2022 22 891 31 -83 -7625 1022
31 35 267 -1938 8137 -1648 174 907 313 -488 -6259 -1832 79 902 62 -2893 274 22
1 26 316 -1190 7946 -1923 172 914 300 -1305 -7076 -839 18 907 70 -2931 -7816 1099
15 0 314 -717 122 -1862 220 904 307 -389 -8648 -1587 64 884 1 -1709 -8793 190
6 31 261 61 6114 -2656 223 941 298 832 -8625 -2282 10 879 51 244 -9572 1190
0 0 269 -1175 519 -2427 230 905 320 -1633 -6618 -541 62 891 59 129 -7725 984
1 4 312 -1702 7 -1137 237 878 298 -1519 -5534 -1145 70 783 0 -1946 -5763 374
27 44 274 -2870 1038 -2183 188 907 315 -343 -4190 -2175 70 875 5 -1702 -5595 709
31 32 281 -1946 1221 -1603 194 908 312 -1946 -4557 -1030 4 906 8 7 -4877 0
1 10 250 -923 129 -854 204 886 327 -190 -5297 99 82 912 0 61 -5862 7
31 4 312 -961 122 22 208 902 320 -526 -5374 648 62 907 5 -2931 -5541 687
32 31 314 -732 1511 251 221 904 332 -83 -5801 580 63 875 11 0 -6351 76
0 35 253 0 4053 2442 267 939 321 -22 -1938 2389 1 908 0 -305 -1709 2809
257 11 281 977 4396 274 279 953 387 -13519 13000 3877 23 899 20 1328 12580 3908
282 1008 68 8198 -31582 8954 468 1008 485 15147 -30178 11274 375 1023 140 2061 -29140 11793
511 750 33 -14303 31335 -30346 660 882 364 -15074 -10552 -28300 23 766 3 -20326 -26453 -29819
750 656 32 -18269 16511 -12689 526 660 3 -28399 15770 -12468 500 500 0 0 0 122
35 150 324 -26453 61 -3002 54 132 376 -26422 7 -2758 5 126 126 -26453 244 61
16 23 1027 14027 29122 19931 1 0 1010 25294 -31773 17770 16 0 1125 25508 16038 23480
0 537 1507 -5385 12870 8427 41 566 1544 3286 13320 8320 0 562 17 -5950 12007 3908
71 127 1597 76 27641 13190 62 166 1581 1170 29106 12083 15 125 62 2473 30244 11725
187 471 1331 13897 -28235 -4782 269 407 1273 13905 -21647 -4966 250 125 1281 4805 6004 -6004
220 2 501 -16296 20541 31282 0 8 641 -28204 16137 31549 19 4 187 0 984 12702
160 32 0 -16479 4427 61 171 46 11 -15074 4450 4129 136 62 0 5721 61 1954
0 -492 19 19155 32259 -26273 0 -484 0 23781 -18376 -28021 125 20 62 1395 15641 0
2 -476 502 10580 -3912 0 17 -120 -192 13755 -5738 -10553 -499 534 -974 13687 -4845 7824
251 27 757 32244 -5798 31770 -209 17 -68 -8819 -9608 -2271 -1241 18 -123 8564 -14666 7816
22 62 272 7816 11095 4167 -38 82 367 22885 8393 -22059 -1124 62 312 15877 10931 3236
2 -366 135 3923 -2017 12631 242 -117 484 -16391 -3605 22674 12 15 506 15648 3786 17770
176 15 281 -22025 -2514 28845 398 23 955 -18880 31682 -29648 198 0 751 16221 -2926 152
252 5 1000 -21370 8450 -2874 299 3 1010 -21126 9221 -882 55 0 1002 0 7816 7862
626 634 1379 977 7042 11122 524 1 1316 9778 9912 11725 4 0 1251 0 45 4030
133 398 1000 -56 19946 12671 219 392 1007 3349 15977 16694 62 0 1000 122 7 3908
531 62 132 -24460 12282 17036 500 2 125 -9834 12190 13135 531 15 0 244 488 19502
0 635 1781 -8746 -14430 488 442 644 1838 -8259 -18922 -28393 187 501 2 -9005 -14445 435
-140 1000 0 160 12068 -28370 -135 991 1999 26244 7363 -8828 -1148 23 1717 24183 6798 -8668
0 330 0 -30740 12648 488 -121 478 1310 -29045 -24257 20447 -1248 453 1257 488 6538 17599
63 0 1250 14743 19744 -1943 97 260 1259 -31801 20132 -1233 0 125 1282 -29923 24095 -2080
23 191 1035 5389 0 28265 396 433 1017 15229 -3038 -17897 0 380 1000 15 -6517 12670
501 132 63 -31175 8830 -29613 568 134 173 -16068 -16851 32328 1 173 18 -31876 21670 20335
125 9 0 30309 17021 -11502 130 265 9 21637 16593 -8631 65 320 132 -4019 8743 -28250
0 -366 33 6926 11 18564 107 -48 14 25704 28964 28326 0 506 -634 15633 28132 9066
191 -432 785 1526 25286 -25185 -16 -218 -186 19580 -31564 -9598 0 503 -745 488 -22529 4000
62 0 808 31380 1828 6259 -94 181 18 -25752 16674 26990 -1246 9 1 7969 23480 17137
-218 102 5 15885 1844 -22498 18 554 644 13740 4111 -13494 2 509 508 2305 4396 -12387
93 18 767 32007 31572 534 115 8 787 -8427 28709 6038 3 -964 548 9996 8809 7954
63 7 1000 4938 20906 335 62 17 1007 7839 13135 488 0 125 1008 4496 -2514 1221
136 62 1096 24190 16389 -5027 148 80 1082 -32040 15725 -4042 125 15 1008 0 0 992
541 8 1546 16547 7011 -13750 500 37 1518 12723 7469 -9842 0 125 94 17587 1106 -18048
384 170 1064 305 8935 12631 384 68 1032 5160 23732 13937 441 125 1000 3908 3908 4885
125 27 564 8793 -26017 32030 156 2 628 15679 -21773 24030 0 0 503 15755 -21285 0
39 654 101 13782 -5468 8754 40 766 94 9630 -4964 6341 15 773 11 0 -21147 8427
19 125 152 -26453 -31743 31572 -378 636 1691 -13740 27057 -21843 -1405 630 1637 2105 21637 -21622
0 564 52 19682 13015 3916 -152 801 1284 23704 -22021 -111 -1218 535 1250 1145 -23227 -5882
0 295 1067 10050 22526 16799 -21 375 1141 -23380 -16746 -7851 -964 392 1095 31786 -18479 -31378
147 0 1015 21637 9943 28265 147 477 996 20407 10391 -13782 0 504 1008 9630 10827 -18897
2 449 596 10103 30 7816 336 402 723 12989 19419 2746 250 339 181 5137 18809 -71
0 253 501 6034 -18590 2229 545 245 482 7508 -16347 9954 8 83 470 6111 -13698 7816
142 -451 0 9019 5059 6381 134 -492 10 15836 4891 8305 1 -484 0 14309 122 7816
