-953 160 1 -19083 -15625 4045 -903 368 260 -2251 -5282 4099 -999 128 4 -7206 7832 4404
-995 255 62 -15587 -7809 2580 -855 376 229 -7458 -5679 7007 -968 101 187 -10137 8458 6015
-974 63 145 -23206 -6229 3908 -854 381 241 -7374 -6572 3954 -983 254 125 -7236 1267 38
-935 63 157 534 -11725 -9862 -864 352 202 1488 -8992 251 -982 262 187 977 2458 0
-921 93 136 267 -7572 76 -825 350 184 2396 -7473 -2312 -955 300 125 839 0 496
-966 144 66 -7053 0 2198 -829 371 192 -6847 -2244 -5557 -980 266 125 -15625 1717 30
-996 96 126 -4885 1969 2320 -854 404 187 -4893 -969 -5511 -980 254 187 -6961 3908 274
-1000 127 133 0 0 1068 -806 374 198 -954 351 -2809 -981 250 169 -6595 0 68
-983 128 130 -5862 1954 -3908 -802 373 225 -5274 2770 -2412 -999 250 142 -5603 1114 0
-991 98 134 -7816 3305 -3854 -861 402 233 -6916 3274 -3374 -999 250 200 -6770 3183 0
-970 157 0 274 1221 -1938 -858 398 249 -2778 1496 -946 -1000 263 185 -3175 793 984
-995 129 128 732 5870 152 -844 392 239 2229 -1221 2832 -995 320 189 15 1526 648
-983 250 156 15 4519 3175 -822 366 217 198 -2206 3549 -994 250 125 0 1595 1480
-958 252 133 1221 503 61 -794 381 197 1809 -2267 3458 -995 250 160 2038 1465 76
-968 121 140 3938 1221 1000 -843 361 223 4580 -2328 4870 -981 312 125 4045 1038 145
-999 253 134 4526 610 30 -827 377 180 4534 572 2190 -988 291 125 3916 519 1435
-988 252 127 977 3908 977 -849 372 218 -3152 4946 -2061 -1000 257 135 -3664 0 -2671
-952 253 140 -15572 3916 -4580 -871 362 226 -10709 6977 -4244 -999 320 160 -10740 1122 -4763
-990 251 2 -9503 3427 -2908 -841 404 240 -8671 3320 -2488 -996 250 2 -13648 1099 -3404
-1000 251 132 -7633 -2564 2198 -841 379 211 -2244 -2106 -435 -1000 250 164 -2801 0 -1282
-998 255 141 -3862 -5343 76 -874 394 225 -961 -5641 541 -999 250 0 -2900 0 106
-1000 250 156 1099 1167 0 -828 357 191 916 -5893 2221 -999 250 153 977 1465 2244
-993 250 164 -2381 2091 7 -834 368 177 -396 -5740 1824 -998 250 156 -1885 0 984
-999 109 125 30 610 984 -871 368 180 2366 -5190 1366 -999 269 136 2503 15 1045
-996 109 126 4305 2625 0 -829 398 174 4000 -4129 442 -983 261 140 3946 1374 564
-967 117 134 732 488 167 -854 393 196 2251 -2450 -1251 -995 305 137 488 503 -1358
-999 253 129 1961 984 -1679 -823 387 202 2656 -1152 -847 -998 316 130 2389 122 -977
-1000 253 125 274 7 -1954 -839 364 216 2671 -358 -1549 -986 253 132 76 488 -1694
-957 250 128 3045 190 -3534 -853 438 223 3282 -748 -3259 -999 293 128 3480 1038 -3358
-993 123 128 15 534 -2625 -847 397 245 3877 -1251 -2091 -988 282 157 4000 213 -1679
-998 257 164 0 68 99 -843 387 210 4465 -1877 -1816 -999 294 129 4015 1221 -2419
-960 251 156 244 977 557 -825 377 234 5068 -2244 -2122 -1000 316 172 152 30 244
-999 250 125 4183 1549 -2435 -835 360 231 3969 -2381 -2381 -988 250 158 4396 1229 -2893
-1000 250 159 22 992 15 -858 394 256 3625 -2145 -1931 -992 250 156 2045 1312 -1954
-950 250 125 2320 137 641 -825 411 218 2763 -2603 -1404 -990 269 140 2687 503 -1862
-1000 251 138 1832 1267 -1694 -812 414 210 1625 -2297 -1786 -986 266 158 2015 977 -1938
-999 257 146 2076 1129 -1343 -811 405 192 2412 -2152 -1503 -937 257 156 2083 984 -1458
-991 257 141 -2442 15 -1938 -832 387 217 -419 -1167 -1519 -982 280 140 -2419 15 -1954
-998 257 142 702 129 22 -807 363 208 1465 -1335 -664 -922 273 156 992 183 -488
-952 255 126 -931 2015 610 -851 370 216 137 -1488 -221 -999 274 156 -1404 732 0
-963 250 142 45 7 -442 -817 397 209 -206 -1618 -511 -996 267 126 -1954 687 -717
-999 250 132 -4755 61 -793 -845 354 215 -427 -1404 -404 -984 312 125 -2198 76 -931
-996 252 128 -2259 0 0 -821 403 210 -297 -1389 -503 -982 250 133 -1877 564 -488
-999 258 148 305 1038 -916 -849 402 243 190 -763 -656 -988 251 125 580 580 -679
-999 255 125 0 748 633 -862 369 217 717 -648 -312 -993 267 156 0 1007 -1167
-1000 250 126 -954 1122 1160 -832 415 191 38 -931 -709 -993 271 126 122 244 -961
-952 251 141 213 351 244 -808 372 195 465 -1503 -1045 -998 258 125 61 0 -1427
-985 250 143 244 259 22 -848 397 247 1564 -1389 -1473 -997 250 140 1007 366 -1282
-1000 121 125 22 122 -1946 -864 385 206 1923 -1709 -1961 -983 250 125 244 1465 -2687
-998 265 133 2160 1488 -2916 -872 414 201 3015 -2091 -1870 -999 258 142 30 610 -1954
-989 140 141 6503 4885 -23435 -888 397 225 -1557 -816 -4458 -933 257 219 -6580 -1435 -4755
-1927 314 205 122 -17832 -4311 -877 367 244 -3725 -2488 -4793 -1897 252 252 -11694 -11603 -5793
-1999 62 70 251 -8479 29525 -1898 15 63 1099 -10173 21769 -1873 312 212 1709 -6540 -15351
-1936 0 62 587 -16958 0 -934 331 154 17679 -18030 10465 -921 320 31 17832 18721 7877
-965 0 1 31541 10990 0 -772 368 151 -27391 -20709 -31201 -887 250 157 31297 -30259 4061
-865 111 17 -2995 18903 0 -999 281 0 -2651 27185 0 -1992 250 0 244 503 0
187 70 156 1473 -24926 0 -818 583 178 20870 -6290 4740 -921 563 0 15877 8801 3908
39 500 75 15 173 12007 62 562 85 53 -2880 12007 31 531 62 4152 967 12007
0 500 66 -20866 488 3491 -875 542 67 -17065 68 11552 -966 500 93 732 0 -30534
-2000 0 250 -27290 -17607 -21637 -2000 1 0 -26984 -17729 -13790 -2000 255 0 152 29609 824
-1998 140 257 1625 7 7 -1918 113 250 11770 519 2931 -1984 252 283 122 732 0
-1154 242 117 7338 8076 -10 -1016 524 378 6162 -23236 1494 -1968 531 78 -18483 -31267 3908
-983 0 57 -17628 25557 -12735 -961 177 289 -4402 32536 -5987 -1968 125 265 25534 28285 7
-808 250 253 -28120 6106 17587 -786 347 283 -5320 -23603 17076 -984 324 317 17839 7816 503
-977 640 338 9893 12832 977 -768 762 359 14641 -18488 9190 -897 754 375 15633 488 10366
-742 1133 293 10809 3155 18816 -728 1428 361 8358 24911 22028 -919 1398 94 3938 4458 20464
-500 753 125 0 18225 -4072 -718 688 141 0 6034 -3485 -991 625 127 0 6004 -2950
515 438 18 12236 15633 10386 556 977 279 11106 -31536 10950 39 902 259 8396 -32643 10179
18 0 500 12129 -6004 -16532 811 1625 675 -27709 15057 -14425 31 1500 625 3292 17691 22
86 0 375 12038 -5943 -12015 352 1999 466 4242 26515 -12015 4 1814 133 27717 320 6351
0 159 64 12496 -5622 28811 280 1999 83 -26561 26798 -12015 253 1813 70 27671 129 -18267
154 980 221 14206 6744 -26280 142 1007 188 12496 4989 -29647 0 1015 0 12007 251 25691
4 531 4 12007 28265 21296 230 1645 83 12007 27082 -12015 141 1506 64 12007 366 -18572
-687 70 125 12007 -31674 19328 -214 671 -93 12007 -11979 8498 -984 565 13 12007 -18620 1040
-998 78 0 13251 -30361 19610 -972 758 370 30311 -31094 13799 -1835 757 312 13082 31396 5822
-1652 -679 203 18776 8122 3908 -1139 -82 219 -9798 22877 -29506 -1200 -245 207 -3752 19755 -29353
-989 -493 250 5435 21022 16671 -677 -403 386 5564 22206 -18178 -1684 -359 0 1541 21511 -18544
-1246 -1000 24 5152 32244 7938 -217 -793 301 10916 -28750 6458 -1199 -999 32 12770 6839 5175
-975 -671 218 -2498 -12773 7816 -439 -500 453 5715 -4689 11353 -984 -499 257 7824 8152 6918
-999 31 351 4916 6351 -28196 -862 113 453 3882 28839 -12830 -968 46 266 1603 25893 -18448
-965 156 471 18320 1109 6065 -862 606 494 14355 -2425 -27158 -995 536 18 17893 -6601 7038
-1374 501 62 -23752 -20073 -16117 -296 846 179 -12015 -5790 -21332 -898 781 31 -6277 -9630 61
40 250 438 16470 16853 12007 197 838 -56 -12015 20799 12007 2 773 -202 13418 19143 0
1 0 257 27294 1343 12007 24 1999 -227 -12015 -1857 12007 11 1847 -500 -26353 -5483 0
125 0 141 24427 274 12007 166 1999 163 -1437 26685 12007 4 1953 7 4076 122 0
-244 360 17 9828 -26384 12007 -249 376 0 2347 -25109 12007 -984 257 15 0 30 0
254 1001 63 -31437 7 12007 -162 1487 66 -29346 18011 -7407 -968 1390 38 31297 8183 -5743
71 1013 -147 1969 31816 15999 -182 1403 -143 836 -23105 -19271 -993 1313 -109 2931 1343 -20073
-489 0 140 6926 610 23592 -429 1216 169 -19328 -9242 26897 -968 1188 164 -26147 488 25309
-933 877 0 8427 17296 -666 -285 880 174 -19567 32750 7292 -934 750 80 16122 29567 7208
-1927 640 35 702 267 -28179 -1999 660 253 6389 1534 -21637 -2000 625 0 15633 0 -21622
-851 582 351 7042 20000 16129 -997 507 381 -3699 977 21862 -999 500 164 11725 244 15633
-622 101 129 20132 23511 76 -634 870 481 -6755 26015 -23697 -993 751 445 -7755 7832 -23277
-999 3 378 9770 4916 22320 -1000 8 396 10564 15 21496 -1000 0 375 0 122 15633
-953 753 40 6004 11022 5082 -968 771 68 17134 9954 6036 -923 879 1 17170 7938 9563
-492 1030 125 5460 7847 10083 -297 1015 474 -18274 24717 -9172 -979 1010 191 3643 23450 0
3 755 258 2687 32183 -5515 25 979 415 12938 32610 22256 12 880 4 2038 31511 3916
0 1312 322 12007 -22453 17721 3 1096 422 12007 -21567 19538 15 1364 283 17775 -26391 3419
48 351 0 12007 -1857 29369 571 1999 21 16889 -19889 -31221 7 1816 -312 15897 -16294 -26511
166 0 593 20923 27225 -12015 510 1999 -23 -17975 -8212 -12015 484 1903 -356 -27715 435 -18465
571 54 16 12007 29202 -12015 678 1999 148 30144 -22372 -12015 56 1796 15 23488 30 656
0 274 281 12007 -9912 -22816 137 1263 -154 12007 -12065 -12015 70 1142 -156 12007 129 290
300 633 1 27656 28868 -22685 308 598 -227 -28721 29609 -18128 32 563 1 12914 30235 1076
-1000 46 31 17595 320 14586 -885 449 -185 17694 -6866 -19931 -1000 390 -176 17053 -9882 -27229
-1935 253 36 -22262 32374 7893 -1437 863 197 32425 -29187 15905 -1981 843 209 17448 28265 2534
-1948 -1729 1 17311 15641 16015 -1108 -1266 79 -18118 19221 -9460 -1984 -1466 33 160 488 -4956
-928 -991 84 25760 -30259 -704 -741 -507 602 25416 -18984 29647 -999 -470 500 11584 61 30
-1000 -850 72 -63 -24305 10366 -1000 -835 78 -2972 -24427 8610 -999 -999 15 0 3908 1954
-1616 9 262 -3767 -13022 1961 -617 278 739 -4935 -13389 -17254 -968 74 539 -30101 61 -27918
-1242 296 52 0 977 16853 -1231 347 27 977 13022 9555 -1999 156 39 0 244 21778
2 516 197 2433 3137 -29758 24 547 187 -804 992 30816 0 500 156 0 0 27900
36 625 1 -3897 3305 12007 125 644 26 -5851 977 12007 8 500 35 122 2442 12007
70 607 117 32357 7824 12007 63 750 524 29830 7946 12007 15 751 15 22717 0 12007
80 652 3 1355 -21285 12007 254 645 598 5202 -22201 12007 0 625 93 122 12984 0
250 1285 437 26515 0 12007 277 1281 11 26004 1969 12007 312 1000 6 31404 519 0
33 1181 70 12799 1496 12007 2 1194 79 13120 1038 12007 0 1015 78 1465 0 0
